StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      110,      00,   189501,   3.32,  26.69,   1.47,   1.47,   4.42,   1.47,      6,   1017,    1.8, -99.99, -99.99, -99.99, -99.99, -99.99, -99.99,  16.52,  36.86,
      110,      00,   189502,   1.41,   26.6,   -.45,    .87,  -1.35,    .07,      1,    974,  -1.69,    .51, -99.99, -99.99, -99.99, -99.99, -99.99,  15.57,  37.65,
      110,      00,   189503,   1.99,  39.97,   -.83,   -.83,  -1.27,   -.83,     13,    692,   -1.1,   -2.1,   -.17, -99.99, -99.99, -99.99, -99.99,  27.86,  52.07,
      110,      00,   189504,   1.99,   52.9,  -1.42,  -1.42,  -2.02,  -1.42,     27,    345,  -1.25,  -1.63,  -2.82, -99.99, -99.99, -99.99, -99.99,  39.45,  66.33,
      110,      00,   189505,   2.88,  59.94,    .04,  -1.23,    .11,  -1.09,     88,    155,   -.04,   -.78,  -1.15, -99.99, -99.99, -99.99, -99.99,  47.05,  72.81,
      110,      00,   189506,   2.95,   67.8,     .2,   -.94,    .51,   -.44,    225,     34,   -.04,   -.08,   -.61,   -.59, -99.99, -99.99, -99.99,  54.72,  80.89,
      110,      00,   189507,      3,  71.24,    .77,    .77,   1.77,    .77,    256,     19,    .56,    .27,    .12,   -1.1, -99.99, -99.99, -99.99,  58.55,  83.91,
      110,      00,   189508,   2.53,  71.62,    .93,    .93,    .72,    .93,    282,     17,   -.23,    .13,    .08,   -.76, -99.99, -99.99, -99.99,  58.32,   84.9,
      110,      00,   189509,   1.58,  65.57,   -.89,   -.89,  -2.67,   -.89,    190,     59,  -1.97,  -1.66,  -1.05,  -1.03,   -.96, -99.99, -99.99,  52.38,  78.73,
      110,      00,   189510,   1.08,  50.85,  -1.42,  -1.42,  -1.87,  -1.42,     31,    388,  -2.02,  -2.48,  -2.27,  -1.35,   -1.9, -99.99, -99.99,  37.15,  64.54,
      110,      00,   189511,   2.29,  39.16,    .05,  -1.23,    .14,  -1.07,      9,    600,    .11,  -1.23,   -1.8,  -1.23,  -1.45, -99.99, -99.99,  28.24,  50.09,
      110,      00,   189512,   2.53,  31.71,     .1,  -1.05,    .16,   -.72,      3,    843,    .28,    .27,    -.8,  -1.11,  -1.13,  -1.12, -99.99,  21.33,  42.08,
      110,      00,   189601,    2.4,  31.48,    .28,   -.74,    .59,   -.03,      4,    916,    .27,    .35,    .33,  -1.13,   -.83,  -1.41, -99.99,  21.52,  41.41,
      110,      00,   189602,   2.05,  35.04,    .31,   -.61,    .18,    .22,      4,    749,   -.12,    .11,    .28,  -1.18,   -.91,  -1.18, -99.99,  23.52,  46.56,
      110,      00,   189603,   2.41,  38.03,    .45,    .45,     .5,    .45,     10,    736,   -.13,   -.16,      0,   -.64,   -.96,  -1.02, -99.99,  26.62,  49.42,
      110,      00,   189604,   2.59,  52.34,   -.03,   -.03,   -.08,    .37,     44,    307,    .18,    .05,      0,    .26,  -1.05,   -.79, -99.99,  40.32,  64.38,
      110,      00,   189605,   2.96,  62.46,   -.24,   -.24,   -.66,   -.24,    161,    116,    .12,     .2,    .06,    .17,   -.93,   -.75, -99.99,  50.14,  74.77,
      110,      00,   189606,   2.64,  69.89,   -.59,   -.59,   -1.1,   -.59,    220,     37,   -.71,   -.38,   -.22,   -.22,   -.63,   -.88, -99.99,  56.52,  83.26,
      110,      00,   189607,   3.22,  73.69,   -.27,   -.27,    .75,   -.27,    319,      7,   1.19,    .13,    .11,   -.04,    .15,   -.79, -99.99,  61.34,     86,
      110,      00,   189608,      2,  72.27,   -.93,   -.93,  -2.05,   -.93,    299,     15,  -1.83,   -.44,    -.7,   -.45,   -.23,  -1.01, -99.99,  59.13,  85.39,
      110,      00,   189609,   2.78,  62.94,    .46,    .46,   1.37,    .46,    136,    103,    .64,   -.53,    .12,   -.13,   -.15,   -.53, -99.99,  50.59,  75.27,
      110,      00,   189610,   2.15,  51.91,    .63,    .63,    .67,    .63,     38,    346,   -.08,    .27,   -.44,   -.22,   -.26,   -.05, -99.99,  39.69,  64.11,
      110,      00,   189611,   3.07,  38.32,    1.5,    1.5,    2.8,    1.5,     19,    557,   1.38,    .87,    .94,    .31,    .21,    .29, -99.99,  28.17,  48.47,
      110,      00,   189612,    1.5,  35.55,    1.1,    1.1,   -.73,    .63,      4,    819,  -1.57,   -.01,   -.08,   -.04,   -.15,   -.18,   -.78,  25.32,  45.79,
      110,      00,   189701,   2.39,  28.17,   1.25,   1.25,    .78,   1.11,      3,    987,    .25,   -.94,     .1,   -.22,   -.11,   -.17,   -.99,  18.66,  37.65,
      110,      00,   189702,   2.79,  33.39,   1.96,   1.96,   2.51,   1.96,      9,    749,   1.47,   1.14,   -.07,    .66,     .2,    .14,   -.59,  23.49,  43.29,
      110,      00,   189703,   3.62,  38.79,   3.11,   3.11,   4.05,   3.11,     28,    646,    2.1,   2.28,   2.05,   1.21,   1.03,    .71,   -.15,  28.27,  49.32,
      110,      00,   189704,   2.42,  51.15,   -.05,   2.74,   -.15,   2.61,     29,    356,    -.2,   1.31,   1.71,    1.2,    .75,    .67,   -.03,  38.88,  63.43,
      110,      00,   189705,   2.12,  61.18,   -.88,   1.62,  -2.51,    .42,     82,    171,  -1.75,  -1.32,    .26,    .09,    .62,    .27,   -.27,  47.71,  74.61,
      110,      00,   189706,   2.88,  68.11,   -.83,   1.41,   -.11,    .17,    205,     55,    -.2,  -1.16,  -1.02,    .65,    .39,    .36,    -.3,  55.31,  80.91,
      110,      00,   189707,   2.93,  73.36,   -.73,   1.28,    .03,    .06,    333,     10,    .36,    .05,   -.82,    .61,    .49,    .21,   -.34,   60.3,  86.41,
      110,      00,   189708,    2.3,  71.35,   -.97,    .83,   -.94,   -.68,    261,     22,   -.89,   -.42,   -.39,   -.13,   -.15,    .36,    -.4,  58.19,  84.49,
      110,      00,   189709,   1.57,   66.4,  -1.94,  -1.94,  -3.22,  -1.94,    161,     63,  -1.99,  -2.07,  -1.47,  -1.51,   -.17,   -.19,   -.43,  52.77,  80.02,
      110,      00,   189710,   1.83,  55.11,  -2.13,  -2.13,  -1.17,  -2.13,     56,    253,   -.63,  -1.58,  -1.73,  -1.59,   -.44,   -.32,   -.22,  42.51,  67.68,
      110,      00,   189711,   2.29,  40.91,   -2.1,   -2.1,   -.57,   -2.1,     13,    579,    .11,   -.35,  -1.12,  -1.02,   -.71,   -.67,   -.22,  29.48,  52.32,
      110,      00,   189712,   2.56,  30.76,  -2.06,  -2.06,   -.52,  -2.06,      5,    874,    .33,     .3,   -.11,   -.82,   -1.1,   -.21,   -.16,  20.88,  40.62,
      110,      00,   189801,   2.43,  30.67,  -1.88,  -1.88,   -.11,  -1.86,      9,    886,    .32,    .42,    .39,   -.78,   -.99,   -.18,   -.12,  20.57,  40.77,
      110,      00,   189802,   1.65,  35.37,  -2.02,  -2.02,  -1.01,  -2.02,      5,    747,  -1.07,   -.46,   -.12,   -.91,    -.9,   -.66,   -.21,  23.97,  46.76,
      110,      00,   189803,   2.42,  41.05,  -1.89,  -1.89,   -.23,  -1.89,     20,    569,   -.11,   -.79,   -.45,   -.34,    -.9,  -1.13,   -.23,  29.75,  52.36,
      110,      00,   189804,   2.02,  50.79,  -2.09,  -2.09,  -1.18,  -2.09,     23,    396,  -1.17,   -.79,  -1.34,    -.4,  -1.28,  -1.35,   -.38,  38.05,  63.54,
      110,      00,   189805,   3.23,  59.94,    .36,  -1.51,   1.09,   -.95,    106,    173,    .65,   -.22,   -.24,   -.29,   -.87,   -.86,   -.34,  47.82,  72.05,
      110,      00,   189806,   3.07,  69.31,    .47,  -1.21,    .43,    -.4,    235,     33,    .24,    .56,   -.09,   -.39,   -.35,   -.78,   -.23,  56.66,  81.97,
      110,      00,   189807,   2.88,  73.29,     .8,   -.71,   1.13,     .6,    321,      9,    .22,    .27,    .51,   -.44,   -.13,    -.8,   -.35,  60.31,  86.25,
      110,      00,   189808,   3.06,  72.75,   1.33,   1.33,   1.85,   1.33,    298,     11,   1.15,    .95,    .81,    .17,    .06,   -.49,   -.05,  59.99,   85.5,
      110,      00,   189809,   2.33,  65.46,   1.05,   1.05,   -.44,    .71,    176,     55,   -.36,    .45,    .47,    .17,   -.13,   -.18,    -.2,  52.23,  78.69,
      110,      00,   189810,    2.5,  51.49,   1.55,   1.55,   1.83,   1.55,     38,    301,    .49,    .15,    .58,    .72,   -.07,    .14,    -.1,  39.54,  63.41,
      110,      00,   189811,   2.26,  38.39,   1.85,   1.85,   1.37,   1.85,     10,    642,    .06,    .37,    .14,    .48,    .18,    .11,   -.33,  27.28,  49.48,
      110,      00,   189812,   1.72,  28.67,   1.68,   1.68,    .07,   1.64,      3,    929,  -1.18,    -.7,   -.29,   -.02,   -.07,   -.26,   -.21,  18.41,  38.93,
      110,      00,   189901,   2.61,  29.68,   2.11,   2.11,   1.82,   2.11,      7,    937,    .64,   -.39,   -.25,    .15,    .37,   -.17,   -.13,  19.49,  39.88,
      110,      00,   189902,   2.28,   25.5,   2.28,   2.28,   1.14,   2.28,      5,    945,     .4,    .74,   -.15,      0,     .3,    .09,   -.25,  14.65,  36.36,
      110,      00,   189903,   2.82,  37.63,   2.66,   2.66,   1.85,   2.66,     17,    703,     .7,    .74,    .96,    .35,    .44,    .28,   -.48,  26.38,  48.87,
      110,      00,   189904,   1.78,  50.61,    -.6,   1.78,  -1.81,    .96,     22,    351,  -1.81,   -.53,   -.21,   -.32,    .02,    .22,   -.65,  38.23,  62.98,
      110,      00,   189905,   2.74,   59.9,   -.63,   1.51,   -.27,    .54,    125,    169,   -.33,  -1.36,    -.6,   -.55,   -.32,   -.02,   -.51,  47.57,  72.23,
      110,      00,   189906,   2.97,  68.65,   -.47,   1.45,    .28,    .57,    235,     37,    .01,   -.24,   -.95,   -.11,   -.26,   -.08,    -.5,  55.74,  81.54,
      110,      00,   189907,   2.95,  73.08,   -.12,    1.6,    .91,   1.05,    302,     10,    .42,    .22,   -.07,   -.26,   -.34,   -.07,   -.52,  59.88,  86.25,
      110,      00,   189908,   2.26,  71.74,   -.34,   1.21,   -.69,    .37,    296,     21,  -1.01,   -.45,    -.3,   -.65,   -.59,   -.41,   -.53,  58.69,  84.76,
      110,      00,   189909,   1.54,   64.8,  -1.21,  -1.21,  -2.72,  -1.21,    141,     85,  -2.06,  -2.19,  -1.53,   -1.5,   -.79,   -.75,   -.56,  50.61,  78.96,
      110,      00,   189910,   2.41,  53.98,   -.83,   -.83,    .77,   -.26,     54,    257,    .35,   -.91,   -1.2,   -.81,    -.8,    -.8,   -.42,  42.04,  65.91,
      110,      00,   189911,   1.99,  44.92,  -1.22,  -1.22,  -1.43,  -1.22,     11,    516,    -.4,   -.03,   -.89,   -.82,   -.94,   -.91,   -.49,  33.94,   55.9,
      110,      00,   189912,   2.36,  31.62,  -1.32,  -1.32,   -.67,  -1.32,      4,    858,   -.03,   -.26,   -.04,    -.8,  -1.05,   -.64,    -.5,  21.72,  41.52,
      110,      00,   190001,   1.74,  34.11,   -1.8,   -1.8,  -1.86,   -1.8,      5,    858,  -1.05,   -.68,   -.73,   -1.2,   -.96,   -.94,   -.65,  23.94,  44.26,
      110,      00,   190002,   2.52,  30.76,    .61,  -1.01,   1.83,   -.05,      5,    835,    .91,   -.18,   -.14,   -.76,   -.75,   -.87,   -.39,  19.36,  42.15,
      110,      00,   190003,   2.28,  41.27,    .31,  -1.14,   -.72,    -.5,     13,    695,   -.42,    .33,    -.4,   -.26,   -.86,  -1.08,   -.44,  29.53,  53.01,
      110,      00,   190004,   3.41,   51.6,   1.13,   1.13,   2.55,   1.13,     26,    357,   1.84,    .92,   1.18,    .28,   -.45,    -.4,   -.07,  39.87,  63.36,
      110,      00,   190005,   2.45,  61.74,    -.6,    -.6,   -1.8,    -.6,    102,    147,   -.96,     .6,    .24,    .04,    -.5,   -.53,   -.31,  48.58,  74.89,
      110,      00,   190006,   3.03,   70.3,   -.61,   -.61,   -.22,   -.61,    220,     31,    .14,   -.54,    .51,    .06,      0,   -.52,   -.33,  57.06,  83.53,
      110,      00,   190007,   3.07,  73.13,   -.41,   -.41,    .43,   -.41,    317,     10,    .76,    .51,   -.18,    .61,    .03,   -.47,    -.3,  60.12,  86.16,
      110,      00,   190008,   2.42,  72.86,   -.67,   -.67,   -.91,   -.67,    331,     14,   -.54,    .06,    .13,    .15,    .04,   -.41,   -.47,  59.88,  85.84,
      110,      00,   190009,   2.93,  65.14,    .39,    .39,   1.17,    .39,    188,     63,    .98,    .39,    .66,    .72,    .34,     .2,   -.33,  53.26,     77,
      110,      00,   190010,   2.75,  56.35,     .7,     .7,   1.05,     .7,     73,    198,    .89,   1.17,     .8,    .41,    .92,    .37,   -.27,   44.8,  67.91,
      110,      00,   190011,   2.37,  41.54,    .79,    .79,    .47,    .79,     12,    541,    .24,    .76,    .98,    .82,     .7,    .53,   -.23,  30.81,  52.27,
      110,      00,   190012,   1.66,  34.48,   -.44,   -.44,  -1.31,   -.44,      4,    823,  -1.28,   -.64,   -.03,    .27,    .43,    .21,   -.19,   24.3,  44.67,
      110,      00,   190101,   1.99,  31.62,   -.73,   -.73,  -1.01,   -.73,      6,    900,   -.52,  -1.25,   -.79,   -.08,   -.13,    .31,   -.33,  21.09,  42.17,
      110,      00,   190102,   2.13,  29.86,   -.42,   -.42,    .71,   -.42,      3,    895,    .06,   -.39,  -1.17,    .09,     .1,    .14,   -.36,  19.49,  40.24,
      110,      00,   190103,   2.29,  40.71,   -.55,   -.55,   -.54,   -.55,     10,    650,    -.4,   -.23,   -.56,   -.34,   -.03,    .16,   -.51,  28.98,  52.45,
      110,      00,   190104,   2.53,  49.39,   -.24,   -.24,    .78,    .29,     14,    419,    .05,    -.2,   -.12,   -.72,   -.14,   -.19,   -.31,  37.09,  61.66,
      110,      00,   190105,   2.66,  61.18,   -.54,   -.54,   -.99,   -.54,     89,    175,    -.5,    -.3,   -.44,  -1.07,   -.17,   -.12,   -.37,  48.22,   74.1,
      110,      00,   190106,    2.6,  68.43,   -.74,   -.74,   -.77,   -.74,    227,     40,    -.8,   -.83,   -.64,   -.83,   -.61,   -.32,   -.48,  55.44,  81.41,
      110,      00,   190107,   2.32,  76.24,  -1.46,  -1.46,  -2.39,  -1.46,    392,      7,  -1.33,  -1.22,  -1.16,   -.91,  -1.11,   -.64,   -.67,  62.55,  89.96,
      110,      00,   190108,   2.97,   73.2,  -1.34,  -1.34,    -.1,  -1.32,    302,     10,    .93,   -.31,   -.66,   -.74,   -1.1,   -.41,   -.47,  60.24,  86.14,
      110,      00,   190109,   2.58,  63.25,     -1,     -1,     .6,   -.56,    134,     86,     .2,     .7,   -.05,   -.52,   -.72,   -.58,   -.21,  50.79,   75.7,
      110,      00,   190110,   1.51,  55.45,   -1.6,   -1.6,  -2.11,   -1.6,     49,    267,  -1.21,   -.74,    -.3,   -.95,   -.88,  -1.11,   -.48,  42.39,   68.5,
      110,      00,   190111,   1.45,  41.68,  -2.43,  -2.43,  -2.98,  -2.43,      6,    636,  -1.32,  -1.75,  -1.25,  -1.23,  -1.18,  -1.48,   -.62,     30,  53.37,
      110,      00,   190112,    2.6,  31.48,  -2.74,  -2.74,  -1.67,  -2.74,      3,    905,     .4,   -.61,   -1.1,   -.85,   -.95,  -1.09,   -.51,  20.98,  41.95,
      110,      00,   190201,   1.45,  30.06,   -3.7,   -3.7,  -3.72,   -3.7,      3,    959,  -1.72,   -.74,  -1.31,  -1.04,  -1.36,  -1.23,   -.54,  19.18,  40.93,
      110,      00,   190202,   2.56,  31.46,  -3.39,  -3.39,   -.22,  -3.39,      2,    877,      1,   -.57,   -.15,  -1.03,  -1.09,  -1.09,   -.52,  21.06,  41.86,
      110,      00,   190203,    2.9,  41.58,  -2.67,  -2.67,   1.11,  -2.17,     15,    597,    .85,    1.2,    .06,   -.85,   -.71,   -.84,   -.35,  30.79,  52.34,
      110,      00,   190204,   1.85,  50.85,  -2.96,  -2.96,  -1.69,  -2.96,     30,    376,  -1.62,    -.3,    .29,   -.86,   -.82,  -1.16,   -.78,   38.3,  63.39,
      110,      00,   190205,      3,  61.99,  -2.77,  -2.77,   -.36,  -2.77,    130,    154,     .2,   -.81,   -.15,   -.25,   -.93,   -.99,   -.65,  49.57,  74.41,
      110,      00,   190206,   2.89,  68.04,    .07,  -2.41,    .22,  -2.26,    205,     56,   -.17,      0,   -.69,   -.51,   -.99,   -.87,   -.71,  54.88,  81.18,
      110,      00,   190207,   3.09,  72.05,    .57,  -1.66,   1.52,   -.81,    297,     15,    .82,    .31,    .29,    .26,   -.51,   -.56,   -.73,  59.11,  84.97,
      110,      00,   190208,    2.3,  71.37,    .44,  -1.56,   -.22,   -.77,    258,     28,   -.89,   -.13,   -.18,    -.3,   -.32,   -.83,   -.76,   58.3,  84.42,
      110,      00,   190209,   2.74,  62.76,    .89,    -.9,   1.48,    .48,    127,     96,    .55,   -.11,    .29,   -.37,   -.31,   -.79,   -.84,  49.53,  75.97,
      110,      00,   190210,   1.93,  54.43,    .64,   -.97,   -.49,    .19,     50,    273,   -.46,   -.05,    -.4,   -.08,   -.01,   -.61,  -1.11,  41.56,   67.3,
      110,      00,   190211,   2.99,  43.68,   1.09,   1.09,   1.55,   1.09,     21,    474,   1.25,    .54,    .64,    .36,    .14,    .06,   -.92,  33.82,  53.55,
      110,      00,   190212,   2.93,  30.79,   1.71,   1.71,   2.22,   1.71,      6,    896,      1,   1.45,    .88,    .78,    .25,    .21,   -.51,   21.4,  40.19,
      110,      00,   190301,   2.27,  30.88,   2.18,   2.18,   1.93,   2.18,      6,    930,    .03,    .68,   1.19,    .57,    .61,    .56,   -.38,     21,  40.77,
      110,      00,   190302,   3.03,  28.42,   3.06,   3.06,   3.29,   3.06,      8,    822,   1.95,    1.3,   1.62,   1.47,   1.17,    .81,   -.12,  17.62,   39.2,
      110,      00,   190303,   3.01,  42.21,   3.17,   3.17,   1.28,   3.17,     22,    535,   1.06,   1.88,   1.58,   1.61,   1.46,    .86,    .05,   31.8,  52.59,
      110,      00,   190304,   1.99,  50.22,   2.48,   2.48,  -1.06,   1.99,     20,    375,  -1.25,    .05,   1.01,   1.44,      1,    .96,   -.09,  37.94,  62.46,
      110,      00,   190305,   3.01,  59.54,   2.44,   2.44,    .63,   2.14,     90,    149,    .22,   -.58,    .11,   1.07,   1.17,    .95,   -.03,  47.17,  71.91,
      110,      00,   190306,   2.88,  65.89,   2.49,   2.49,    .93,   2.49,    135,     75,    -.2,      0,   -.55,    .63,    .98,    .93,    .04,  53.65,   78.1,
      110,      00,   190307,   2.97,  71.92,   2.89,   2.89,   1.96,   2.89,    284,     17,    .48,    .11,    .15,    .71,   1.25,    .86,     .2,  59.07,  84.79,
      110,      00,   190308,   3.04,  70.97,   3.51,   3.51,   2.73,   3.51,    250,     34,    1.1,   1.09,    .64,    .34,   1.15,   1.24,    .23,  58.46,  83.46,
      110,      00,   190309,   2.12,  62.73,   -.03,   3.11,    -.1,   3.01,    127,     88,   -.81,    .08,    .29,   -.26,    .63,    .94,    .09,  49.78,  75.67,
      110,      00,   190310,   1.77,  53.94,   -.25,   2.57,   -.67,   2.14,     37,    280,   -.74,   -.99,   -.44,   -.19,     .3,    .87,    .17,  40.64,  67.23,
      110,      00,   190311,   1.83,  40.23,   -.43,    2.1,    -.6,   1.39,      8,    633,   -.67,   -.96,  -1.09,   -.52,   -.39,    .31,    .29,  28.74,  51.71,
      110,      00,   190312,   1.44,  30.54,  -1.07,    1.2,  -2.07,   -.33,      2,    966,  -1.68,  -1.56,  -1.57,  -1.01,  -1.03,   -.36,   -.01,  19.09,  42.01,
      110,      00,   190401,   1.81,  27.55,  -1.66,  -1.66,   -2.1,  -1.66,      4,   1057,    -.9,  -1.77,  -1.74,  -1.38,  -1.01,   -.52,     .1,  16.34,  38.77,
      110,      00,   190402,   2.43,  31.59,    .41,  -1.08,   1.22,    -.4,      9,    862,    .72,   -.21,   -1.3,  -1.53,   -.97,   -.78,    .09,  19.87,   43.3,
      110,      00,   190403,    3.1,  41.76,    .92,    .92,   1.68,    .92,     24,    638,   1.22,   1.28,    .56,   -.92,   -.62,   -.74,    .12,  30.54,  52.97,
      110,      00,   190404,   2.12,  49.46,    .69,    .69,   -.43,    .69,     25,    434,   -.92,    .35,    .65,   -.93,   -.94,   -.68,    .19,     37,   61.9,
      110,      00,   190405,   2.59,  60.13,    .35,    .35,   -.78,   -.39,     90,    151,   -.65,  -1.04,   -.09,    -.9,   -1.3,   -.86,    .05,  47.26,  73.02,
      110,      00,   190406,   3.11,  67.26,    .68,    .68,   1.08,    .68,    189,     48,    .33,   -.25,   -.61,   -.14,   -.99,   -.77,    .11,  54.57,  79.93,
      110,      00,   190407,   2.93,  71.35,    1.1,    1.1,   1.48,    1.1,    260,     15,    .36,    .41,    -.1,    .25,   -.72,   -.78,    .05,  58.53,  84.16,
      110,      00,   190408,   2.69,  70.72,   1.45,   1.45,   1.37,   1.45,    243,     26,    .21,    .31,    .42,    .06,   -.54,   -.93,    .17,  57.87,  83.55,
      110,      00,   190409,   2.33,  64.96,   -.08,   1.21,   -.25,      1,    158,     77,   -.36,   -.14,    .05,   -.44,   -.12,   -.87,    .03,  52.16,  77.74,
      110,      00,   190410,   1.66,  53.92,   -.43,    .74,  -1.05,   -.12,     46,    306,   -.94,   -.86,    -.7,   -.52,   -.17,   -.93,   -.04,  41.23,  66.61,
      110,      00,   190411,   1.02,  43.14,   -1.6,   -1.6,  -3.66,   -1.6,      7,    582,  -2.06,  -2.11,  -1.74,  -1.05,    -.9,  -1.26,   -.61,  30.13,  56.16,
      110,      00,   190412,   2.16,  32.02,   -2.2,   -2.2,  -2.28,   -2.2,      4,    914,   -.39,  -1.67,  -1.75,  -1.24,  -1.23,   -.96,   -.79,  21.52,  42.51,
      110,      00,   190501,   2.18,   27.1,   -2.7,   -2.7,   -2.2,   -2.7,      3,   1032,   -.15,   -.37,  -1.45,  -1.36,   -1.1,   -.75,   -.75,   17.4,  36.82,
      110,      00,   190502,   2.35,  26.94,    .13,  -2.29,     .4,  -2.06,      5,    955,    .55,    .22,   -.06,  -1.33,    -.9,   -.81,   -.94,  16.56,  37.35,
      110,      00,   190503,   2.94,  45.12,    .19,  -1.99,     .2,  -1.61,     22,    562,    .93,    .99,     .7,   -.97,   -.75,   -.86,   -.94,  34.34,   55.9,
      110,      00,   190504,    2.8,  50.49,    .56,  -1.39,   1.18,   -.48,     27,    368,    .64,    .98,   1.07,   -.34,   -.67,   -.58,   -.72,  38.59,  62.37,
      110,      00,   190505,   3.74,  59.14,   1.45,   1.45,   2.83,   1.45,    113,    179,   1.57,   1.41,   1.47,   1.02,   -.24,   -.08,   -.55,  47.48,  70.81,
      110,      00,   190506,    3.3,     68,    1.8,    1.8,   1.51,    1.8,    206,     50,    .79,   1.61,    1.5,    1.5,   -.02,   -.02,   -.45,  55.62,  80.38,
      110,      00,   190507,   3.52,  71.98,   2.87,   2.87,   3.75,   2.87,    286,     11,   2.07,   1.77,    2.3,   2.22,    .65,    .22,   -.33,  59.36,  84.58,
      110,      00,   190508,   2.54,  72.37,   3.03,   3.03,   1.39,   3.03,    273,     18,    -.2,    1.2,   1.33,   2.11,   1.41,    .17,   -.46,  59.41,  85.33,
      110,      00,   190509,   2.57,  65.95,   2.82,   2.82,    .29,   2.82,    167,     69,    .17,      0,    .94,   1.67,   1.72,    .27,   -.36,  53.04,  78.85,
      110,      00,   190510,   2.17,  51.64,   2.86,   2.86,   1.01,   2.86,     46,    304,   -.05,    .04,   -.07,    1.3,   1.62,    .53,   -.26,  39.47,  63.81,
      110,      00,   190511,   2.19,  42.24,   2.75,   2.75,    .53,   2.75,     14,    581,   -.06,   -.07,      0,    .61,   1.32,   1.08,   -.14,  31.06,   53.4,
      110,      00,   190512,    2.3,  30.99,   2.82,   2.82,   1.06,   2.82,      4,    865,   -.14,    -.1,   -.13,    .33,    .97,   1.16,    .15,  21.07,  40.91,
      110,      00,   190601,   2.53,  32.88,   3.21,   3.21,   2.05,   3.21,      6,    819,     .5,    .23,    .15,    .04,    .97,   1.25,    .35,  22.37,  43.38,
      110,      00,   190602,   1.72,  33.69,   2.68,   2.68,    -.6,   2.38,      5,    782,    -.9,   -.19,   -.22,   -.15,    .37,   1.01,    .18,  22.42,  44.94,
      110,      00,   190603,   3.26,   36.1,   3.59,   3.59,   3.54,   3.59,      8,    779,    1.5,    .58,    .74,    .34,    .63,   1.15,     .2,   25.9,  46.29,
      110,      00,   190604,   2.08,  52.72,   2.65,   2.65,  -1.69,   1.92,     31,    330,  -1.02,     .5,    .01,    .13,    .02,    .84,    .19,   40.1,  65.34,
      110,      00,   190605,   3.16,  59.58,   2.72,   2.72,   1.03,   2.35,     92,    173,    .51,   -.23,    .59,    .24,    .18,    .56,    .31,  47.17,  71.98,
      110,      00,   190606,   3.04,  67.32,   2.77,   2.77,    .97,   2.71,    208,     48,    .17,    .43,   -.13,    .32,    .13,    .42,    .29,  54.66,  79.97,
      110,      00,   190607,    3.3,  72.36,   3.43,   3.43,   2.86,   3.43,    287,      9,   1.43,    .91,    .89,    .46,    .41,     .3,    .39,  59.56,  85.15,
      110,      00,   190608,   3.39,  71.85,   4.39,   4.39,   3.91,   4.39,    300,     11,   1.93,   2.69,   1.92,   1.48,    .93,    .71,    .59,  59.61,  84.07,
      110,      00,   190609,   2.91,  66.25,   4.37,   4.37,   1.32,   4.37,    187,     50,    .93,   1.86,   2.17,   1.18,   1.34,    .88,    .77,  53.71,  78.78,
      110,      00,   190610,   2.08,  52.54,   4.14,   4.14,    .64,   4.14,     34,    304,    -.2,    .34,    1.1,   1.33,    .97,    .85,    .92,  40.05,  65.03,
      110,      00,   190611,   2.49,  40.44,   4.33,   4.33,   1.86,   4.33,     13,    592,    .44,    .16,    .49,   1.32,   1.29,    .98,   1.37,  30.16,  50.72,
      110,      00,   190612,   2.88,  34.97,    4.9,    4.9,   3.04,    4.9,      6,    816,    .91,    .87,    .55,    1.5,   1.08,   1.28,   1.47,   25.7,  44.24,
      110,      00,   190701,   2.75,  30.69,   5.42,   5.42,   3.07,   5.42,     16,    863,    .89,   1.19,   1.13,   1.42,   1.55,    1.3,   1.52,  20.93,  40.46,
      110,      00,   190702,   1.82,  35.46,   4.68,   4.68,   -.53,   4.43,      6,    797,   -.66,    .28,     .8,    .82,   1.49,   1.45,   1.43,  23.85,  47.07,
      110,      00,   190703,   2.45,   45.7,    3.7,    3.7,  -1.49,   2.84,     41,    533,   -.05,   -.46,    .19,    .53,   1.34,   1.01,    1.3,  34.29,  57.11,
      110,      00,   190704,   2.32,  47.53,   3.58,   3.58,    .79,   2.97,     20,    475,   -.43,   -.28,   -.58,    .55,    .95,   1.15,   1.17,  35.55,  59.52,
      110,      00,   190705,   3.45,  55.89,   4.29,   4.29,   3.23,   4.29,     63,    254,   1.05,    .49,    .32,    .68,    .78,   1.28,    1.1,  43.63,  68.14,
      110,      00,   190706,   3.12,   65.7,   4.42,   4.42,   1.71,   4.42,    153,     73,    .35,    .94,    .51,    .41,    .61,   1.32,   1.08,   53.2,  78.17,
      110,      00,   190707,      3,  72.52,   4.75,   4.75,   2.37,   4.75,    299,     12,    .56,    .54,    .98,    .17,     .8,   1.16,    .95,  59.76,  85.24,
      110,      00,   190708,   2.55,  70.79,   4.72,   4.72,   1.37,   4.72,    251,     29,   -.17,    .17,    .33,    .33,    .66,    .76,    .96,  57.97,  83.57,
      110,      00,   190709,   2.51,  64.22,   4.43,   4.43,    .58,   4.43,    153,     81,    .04,   -.08,     .2,    .44,    .41,    .57,    .96,  51.31,  77.13,
